
Knight's Tour Path:
+-------+----------------+-------------------------+-------------------------+-----------------+
| Step  | Current Square |       Next Square       | Transition (Chess Not.) | Location (x, y) |
|   958 |             j3 |                      i1 |            j3 -> i1     |            40   |
|   959 |             i1 |                      h3 |            i1 -> h3     |            19   |
|   960 |             h3 |                      j4 |            h3 -> j4     |            38   |
|   961 |             j4 |                      h5 |            j4 -> h5     |            50   |
|   962 |             h5 |                      g7 |            h5 -> g7     |            58   |
|   963 |             g7 |                      i6 |            g7 -> i6     |            77   |
|   964 |             i6 |                      h8 |            i6 -> h8     |            69   |
|   965 |             h8 |                      g: |            h8 -> g:     |            88   |
|   966 |             g: |                      f< |            g: -> f<     |           107   |
|   967 |             f< |                      d= |            f< -> d=     |           126   |
|   968 |             d= |                      b> |            d= -> b>     |           134   |
|   969 |             b> |                      a< |            b> -> a<     |           142   |
|   970 |             a< |                      c; |            a< -> c;     |           121   |
|   971 |             c; |                      e: |            c; -> e:     |           113   |
|   972 |             e: |                      f8 |            e: -> f8     |           105   |
|   973 |             f8 |                      g6 |            f8 -> g6     |            86   |
|   974 |             g6 |                      h4 |            g6 -> h4     |            67   |
|   975 |             h4 |                      g2 |            h4 -> g2     |            48   |
|   976 |             g2 |                      f4 |            g2 -> f4     |            27   |
|   977 |             f4 |                      e6 |            f4 -> e6     |            46   |
|   978 |             e6 |                      g5 |            e6 -> g5     |            65   |
|   979 |             g5 |                      f7 |            g5 -> f7     |            57   |
|   980 |             f7 |                      e9 |            f7 -> e9     |            76   |
|   981 |             e9 |                      d; |            e9 -> d;     |            95   |
|   982 |             d; |                      c9 |            d; -> c9     |           114   |
|   983 |             c9 |                      a8 |            c9 -> a8     |            93   |
|   984 |             a8 |                      b: |            a8 -> b:     |            81   |
|   985 |             b: |                      c< |            b: -> c<     |           102   |
|   986 |             c< |                      e; |            c< -> e;     |           123   |
|   987 |             e; |                      d9 |            e; -> d9     |           115   |
|   988 |             d9 |                      c7 |            d9 -> c7     |            94   |
|   989 |             c7 |                      b9 |            c7 -> b9     |            73   |
|   990 |             b9 |                      d8 |            b9 -> d8     |            92   |
|   991 |             d8 |                      f9 |            d8 -> f9     |            84   |
|   992 |             f9 |                      d: |            f9 -> d:     |            96   |
|   993 |             d: |                      e8 |            d: -> e8     |           104   |
|   994 |             e8 |                      f6 |            e8 -> f6     |            85   |
|   995 |             f6 |                      g4 |            f6 -> g4     |            66   |
|   996 |             g4 |                      f2 |            g4 -> f2     |            47   |
|   997 |             f2 |                      d1 |            f2 -> d1     |            26   |
|   998 |             d1 |                      b2 |            d1 -> b2     |            14   |
|   999 |             b2 |                      a4 |            b2 -> a4     |            22   |
|  1000 |             a4 |                      c5 |            a4 -> c5     |            41   |
|  1001 |             c5 |                      d7 |            c5 -> d7     |            53   |
|  1002 |             d7 |                      b6 |            d7 -> b6     |            74   |
|  1003 |             b6 |                      c8 |            b6 -> c8     |            62   |
|  1004 |             c8 |                      a7 |            c8 -> a7     |            83   |
|  1005 |             a7 |                      c6 |            a7 -> c6     |            71   |
|  1006 |             c6 |                      e7 |            c6 -> e7     |            63   |
|  1007 |             e7 |                      d5 |            e7 -> d5     |            75   |
|  1008 |             d5 |                      e3 |            d5 -> e3     |            54   |
|  1009 |             e3 |                      f5 |            e3 -> f5     |            35   |
|  1010 |             f5 |                      d6 |            f5 -> d6     |            56   |
|  1011 |             d6 |                      e4 |            d6 -> e4     |            64   |
|  1012 |             e4 |                      c3 |            e4 -> c3     |            45   |
|  1013 |             c3 |                      b5 |            c3 -> b5     |            33   |
|  1014 |             b5 |                      d4 |            b5 -> d4     |            52   |
|  1015 |             d4 |                      c2 |            d4 -> c2     |            44   |
|  1016 |             c2 |                      e1 |            c2 -> e1     |            23   |
|  1017 |             e1 |                      d3 |            e1 -> d3     |            15   |
|  1018 |             d3 |                      e5 |            d3 -> e5     |            34   |
|  1019 |             e5 |                      f3 |            e5 -> f3     |            55   |
|  1020 |             f3 |                      d2 |            f3 -> d2     |            36   |
|  1021 |             d2 |                      c4 |            d2 -> c4     |            24   |
|  1022 |             c4 |                      a3 |            c4 -> a3     |            43   |
|  1023 |             a3 |                      b1 |            a3 -> b1     |            31   |
|  1024 |             b1 |                    None |                None     |            12   |
+-------+----------------+-------------------------+-------------------------+-----------------+
